Position,Date,Team,Inning,Batter,Batter_hand,Bounds,Start_area,Catch_area,Catch_pos,Backhand,Throw_area,Throw_to,Throw_time,Throw_direction,Throw_pos,Catch_success,Throw_success,Situation,Note_1,Note_2
유격수,2023.8.4,키움,7,김태진,좌,3,유격수정면,2루베이스뒤,무릎,No,2루베이스뒤,1루,1.03,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.8.4,키움,9,김태진,좌,2,유격수정면,유격수정면,발목,No,유격수정면,1루,0.94,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.8.4,키움,4,김동헌,우,3,유격수정면,외야,무릎,Yes,외야,1루,0.55,정면,무릎,실패,실패,내야안타,숏바운드처리미스,짧은송구
유격수,2023.8.5,키움,3,송성문,좌,1,2루베이스뒤,2루수정면,무릎,No,2루수정면,1루,1.24,정면,얼굴,성공,성공,땅볼,언더스로,시프트
유격수,2023.8.5,키움,1,,,0,유격수정면,2루베이스앞,발목,Yes,,,,,,성공,,도루허용,,
유격수,2023.8.8,SSG,4,박성한,좌,0,유격수정면,2루베이스앞,무릎,Yes,2루베이스앞,1루,0.47,정면,무릎,성공,성공,병살타,언더스로,
유격수,2023.8.8,SSG,7,박성한,좌,0,유격수정면,2루베이스앞,얼굴,No,2루베이스앞,1루,0.53,정면,허리,성공,성공,병살타,,
유격수,2023.8.8,SSG,3,추신수,좌,2,2루수정면,2루수정면,무릎,No,2루수정면,1루,1.28,정면,가슴,성공,성공,땅볼,언더스로,시프트
유격수,2023.8.8,SSG,5,한유섬,좌,2,2루수정면,12간흙,허리,No,12간흙,1루,1.08,정면,가슴,성공,성공,땅볼,시프트,
유격수,2023.8.8,SSG,8,김성현,우,2,유격수정면,2루베이스뒤,얼굴,No,2루베이스뒤,1루,0.82,정면,허리,성공,성공,땅볼,언더스로,
유격수,2023.8.8,SSG,6,,,0,유격수정면,2루베이스앞,발목,Yes,,,,,,성공,,도루저지,,
유격수,2023.8.9,SSG,1,강진성,우,4,유격수정면,3유간흙,발목,No,3유간흙,2루,0.62,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.8.9,SSG,6,오태곤,우,1,유격수정면,유격수정면,발목,No,유격수정면,3루,1.18,왼쪽,허리,성공,성공,땅볼,앞선주자선택,언더스로
유격수,2023.8.11,KT,3,김준태,좌,0,2루베이스뒤,외야,머리위,Yes,,,,,,성공,,뜬공,,
유격수,2023.8.11,KT,5,오윤석,우,1,유격수정면,유격수정면,발목,Yes,유격수정면,1루,1.36,정면,발목,성공,성공,땅볼,숏바운드처리,
유격수,2023.8.11,KT,5,김준태,좌,4,2루수정면,12간흙,발목,No,12간흙,1루,0.62,오른쪽,허리,성공,성공,땅볼,시프트,숏바운드처리
유격수,2023.8.11,KT,6,황재균,우,0,유격수정면,2루베이스앞,가슴,Yes,2루베이스앞,1루,0.66,정면,발목,성공,성공,땅볼,언더스로,
유격수,2023.8.11,KT,8,문상철,우,4,3유간흙,3유간흙,발목,No,유격수정면,1루,0.97,정면,허리,성공,성공,땅볼,시프트,
유격수,2023.8.11,KT,8,오윤석,우,3,유격수정면,2루베이스뒤,발목,No,2루베이스뒤,2루,0.43,정면,얼굴,성공,성공,땅볼,언더토스,
유격수,2023.8.11,KT,9,장성우,우,1,3유간흙,2루베이스뒤,가슴,No,2루베이스뒤,1루,1.11,정면,가슴,성공,성공,땅볼,시프트,터닝스로
유격수,2023.8.12,KT,2,이호연,좌,0,유격수정면,외야,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.8.12,KT,5,오윤석,우,4,유격수정면,3유간흙,발목,No,3유간흙,1루,1.03,왼쪽,발목,성공,성공,땅볼,,
유격수,2023.8.12,KT,6,안치영,좌,4,유격수정면,유격수정면,발목,No,유격수정면,1루,1.08,정면,발목,성공,성공,땅볼,숏바운드처리,
유격수,2023.8.12,KT,9,김상수,우,2,유격수정면,2루베이스뒤,무릎,No,2루베이스뒤,1루,1.28,정면,가슴,성공,성공,땅볼,숏바운드처리,
유격수,2023.8.12,KT,6,,,0,유격수정면,2루베이스앞,무릎,No,,,,,,성공,,도루허용,,
유격수,2023.8.13,KT,3,이호연,좌,2,유격수정면,유격수정면,가슴,Yes,유격수정면,1루,0.83,정면,무릎,성공,실패,송구실책,,
유격수,2023.8.13,KT,7,황재균,우,3,유격수정면,유격수정면,발목,No,유격수정면,2루,0.5,정면,가슴,성공,성공,병살타,언더스로,
유격수,2023.8.13,KT,6,김상수,우,0,유격수정면,외야,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.8.13,KT,8,배정대,우,0,유격수정면,외야,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.8.13,KT,4,오윤석,우,0,유격수정면,2루베이스앞,가슴,No,,,,,,성공,,땅볼,,
유격수,2023.8.15,한화,5,이진영,우,0,유격수정면,유격수정면,머리위,Yes,,,,,,성공,,직선타,점프캐치,
유격수,2023.8.15,한화,6,김태연,우,0,유격수정면,유격수정면,가슴,Yes,,,,,,성공,,직선타,,
유격수,2023.8.15,한화,1,윌리엄스,좌,0,유격수정면,2루베이스앞,얼굴,No,12간흙,1루,2.43,정면,얼굴,성공,성공,병살타,,
유격수,2023.8.15,한화,11,채은성,우,0,유격수정면,2루베이스앞,얼굴,No,2루베이스앞,1루,0.59,오른쪽,얼굴,성공,성공,병살타,,
유격수,2023.8.15,한화,10,이도윤,좌,0,유격수정면,유격수정면,무릎,Yes,,,,,,성공,,뜬공,,
유격수,2023.8.15,한화,11,김태연,우,2,유격수정면,유격수정면,가슴,No,유격수정면,1루,1.17,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.8.15,한화,12,하주석,좌,2,유격수정면,2루베이스뒤,무릎,No,2루베이스뒤,2루,0.49,정면,얼굴,성공,성공,땅볼,,
유격수,2023.8.16,한화,6,오선진,우,0,유격수정면,2루베이스앞,가슴,Yes,2루베이스앞,1루,0.67,정면,얼굴,성공,성공,병살타,,
유격수,2023.8.16,한화,4,장진혁,좌,0,유격수정면,외야,머리위,Yes,,,,,,성공,,뜬공,,
유격수,2023.8.16,한화,1,이진영,우,3,유격수정면,3유간흙,발목,No,3유간흙,2루,0.59,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.8.16,한화,2,문현빈,좌,0,유격수정면,2루베이스앞,가슴,No,2루베이스앞,1루,0.59,정면,머리위,성공,성공,땅볼,,
유격수,2023.8.16,한화,4,최재훈,우,0,유격수정면,2루베이스앞,얼굴,No,,,,,,성공,,땅볼,,
유격수,2023.8.16,한화,7,이도윤,좌,3,유격수정면,유격수정면,발목,No,유격수정면,1루,0.55,정면,허리,성공,성공,땅볼,,
유격수,2023.8.16,한화,8,윌리엄스,좌,4,2루수정면,12간흙,발목,No,12간흙,1루,0.64,정면,얼굴,성공,성공,땅볼,시프트,언더스로
유격수,2023.8.16,한화,9,하주석,좌,1,유격수정면,3유간흙,허리,Yes,3유간흙,2루,1.42,왼쪽,허리,성공,성공,땅볼,다이빙캐치,언더스로
유격수,2023.8.17,한화,8,이도윤,좌,4,유격수정면,유격수정면,발목,No,유격수정면,1루,0.56,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.8.17,한화,6,,,0,유격수정면,2루베이스앞,가슴,No,,,,,,성공,,도루저지,,
유격수,2023.8.19,두산,2,양석환,우,0,3유간흙,외야,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.8.19,두산,6,양석환,우,0,3유간흙,외야,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.8.19,두산,4,김재환,좌,0,유격수정면,2루베이스앞,얼굴,Yes,2루베이스앞,1루,0.51,오른쪽,발목,성공,성공,땅볼,,
유격수,2023.8.19,두산,6,김재환,좌,4,유격수정면,유격수정면,발목,No,유격수정면,1루,1.12,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.8.20,두산,2,박준영,우,3,3유간흙,유격수정면,발목,No,유격수정면,홈,1.02,정면,머리위,성공,실패,송구실책,높은송구,숏바운드처리
유격수,2023.8.20,두산,5,김재호,우,2,유격수정면,3유간흙,허리,Yes,외야,1루,1.08,오른쪽,무릎,성공,성공,내야안타,터닝스로,
유격수,2023.8.20,두산,6,박준영,우,1,유격수정면,유격수정면,허리,No,외야,1루,1.25,오른쪽,머리위,성공,실패,내야안타,높은송구,터닝스로
유격수,2023.8.24,SSG,7,박성한,좌,0,유격수정면,3유간흙,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.8.24,SSG,1,한유섬,좌,4,12간흙,12간흙,발목,No,12간흙,1루,0.86,정면,얼굴,성공,성공,땅볼,시프트,
유격수,2023.8.24,SSG,2,최주환,좌,0,유격수정면,2루베이스앞,가슴,Yes,2루베이스앞,1루,0.5,정면,가슴,성공,성공,땅볼,,
유격수,2023.8.24,SSG,5,한유섬,좌,4,유격수정면,유격수정면,발목,No,유격수정면,1루,1.23,정면,허리,성공,성공,땅볼,언더스로,
유격수,2023.8.24,SSG,8,김강민,우,9,유격수정면,유격수정면,발목,No,유격수정면,2루,0.28,정면,얼굴,성공,성공,땅볼,언더토스,
2루수,2023.8.25,LG,9,최승민,좌,2,2루수정면,2루베이스뒤,허리,No,2루베이스뒤,1루,0.57,오른쪽,얼굴,성공,실패,송구실책,먼송구,언더스로
2루수,2023.8.25,LG,6,손호영,우,0,2루수정면,2루베이스앞,가슴,Yes,2루베이스앞,1루,0.52,정면,머리위,성공,성공,병살타,,
2루수,2023.8.25,LG,9,손호영,우,0,2루수정면,2루베이스앞,얼굴,No,2루베이스앞,1루,0.52,정면,얼굴,성공,성공,병살타,,
유격수,2023.8.26,LG,8,문보경,좌,2,유격수정면,유격수정면,허리,No,,,,,,실패,,포구실책,강습타구,
유격수,2023.8.26,LG,1,홍창기,좌,0,유격수정면,2루베이스앞,머리위,Yes,,,,,,성공,,주루사,점프캐치,
유격수,2023.8.26,LG,1,오스틴,우,4,3유간흙,2루베이스뒤,발목,No,2루베이스뒤,2루,1.09,정면,무릎,성공,성공,땅볼,다이빙캐치,백토스
유격수,2023.8.26,LG,3,홍창기,좌,0,유격수정면,2루베이스앞,가슴,No,,,,,,성공,,땅볼,,
유격수,2023.8.26,LG,3,신민재,좌,4,유격수정면,3유간흙,발목,No,3유간흙,2루,0.48,정면,가슴,성공,성공,땅볼,언더스로,숏바운드처리
유격수,2023.8.26,LG,4,오스틴,우,5,3유간흙,3유간흙,발목,No,3유간흙,1루,1.06,정면,가슴,성공,성공,땅볼,숏바운드처리,
유격수,2023.8.26,LG,7,박해민,좌,3,유격수정면,유격수정면,무릎,No,유격수정면,1루,0.87,정면,가슴,성공,성공,땅볼,언더스로,숏바운드처리
유격수,2023.8.27,LG,4,김민성,우,0,3유간흙,3유간흙,무릎,Yes,,,,,,성공,,직선타,,
유격수,2023.8.27,LG,5,문성주,좌,0,유격수정면,유격수정면,머리위,Yes,,,,,,성공,,직선타,점프캐치,
유격수,2023.8.27,LG,6,홍창기,좌,0,유격수정면,3유간흙,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.8.27,LG,1,김민성,우,3,3유간흙,유격수정면,발목,No,2루베이스뒤,1루,1.01,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.8.27,LG,5,문보경,좌,2,유격수정면,3유간흙,무릎,No,3유간흙,1루,1.18,오른쪽,머리위,성공,성공,땅볼,,
유격수,2023.8.27,LG,7,문성주,좌,3,유격수정면,유격수정면,발목,No,유격수정면,1루,1.29,오른쪽,얼굴,성공,성공,땅볼,언더스로,
유격수,2023.8.31,기아,6,김선빈,좌,0,유격수정면,유격수정면,허리,No,,,,,,실패,,포구실패,다이빙캐치,
유격수,2023.8.31,기아,1,김선빈,좌,3,유격수정면,유격수정면,발목,No,유격수정면,2루,0.55,정면,얼굴,성공,성공,땅볼,언더토스,
유격수,2023.8.31,기아,6,김선빈,좌,0,유격수정면,2루베이스앞,머리위,Yes,,,,,,성공,,땅볼,,
유격수,2023.9.1,삼성,1,이재현,우,0,유격수정면,외야,얼굴,No,,,,,,성공,,뜬공,,
유격수,2023.9.1,삼성,3,강준서,우,4,유격수정면,유격수정면,발목,No,유격수정면,2루,0.45,정면,얼굴,성공,성공,땅볼,언더스로,
유격수,2023.9.1,삼성,7,류지혁,좌,3,유격수정면,3유간흙,발목,No,3유간흙,2루,0.56,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.9.2,삼성,6,피렐라,우,0,3유간흙,3유간흙,가슴,Yes,,,,,,성공,,직선타,시프트,
유격수,2023.9.2,삼성,8,구자욱,좌,3,유격수정면,2루베이스앞,발목,No,2루베이스앞,1루,0.86,정면,머리위,성공,성공,병살타,,
유격수,2023.9.2,삼성,8,강민호,우,3,유격수정면,유격수정면,발목,No,유격수정면,1루,1.34,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.9.2,삼성,9,피렐라,우,2,3유간흙,3유간흙,가슴,Yes,3유간흙,1루,0.79,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.9.2,삼성,3,,,0,유격수정면,2루베이스앞,허리,No,,,,,,성공,,도루저지,,
유격수,2023.9.3,삼성,1,김현준,좌,20,유격수정면,3유간흙,발목,Yes,3유간흙,1루,0.52,오른쪽,발목,성공,실패,송구실책,먼송구,
유격수,2023.9.3,삼성,1,피렐라,우,2,3유간흙,3유간흙,발목,No,3유간흙,1루,1.59,정면,가슴,성공,성공,땅볼,,
유격수,2023.9.3,삼성,2,김현준,좌,2,유격수정면,3유간흙,발목,No,3유간흙,2루,0.62,정면,얼굴,성공,성공,땅볼,언더스로,
유격수,2023.9.3,삼성,4,이재현,우,20,3유간흙,3유간흙,발목,No,3유간흙,1루,0.71,정면,발목,성공,성공,땅볼,언더스로,
유격수,2023.9.3,삼성,5,피렐라,우,4,3유간흙,유격수정면,발목,No,유격수정면,2루,0.6,정면,가슴,성공,성공,땅볼,언더토스,
유격수,2023.9.3,삼성,6,김동진,좌,0,유격수정면,2루베이스앞,얼굴,No,2루베이스앞,1루,0.64,정면,가슴,성공,성공,땅볼,,
유격수,2023.9.5,키움,3,김시앙,우,4,유격수정면,유격수정면,발목,No,유격수정면,1루,1.05,정면,허리,성공,성공,땅볼,언더스로,숏바운드처리
유격수,2023.9.5,키움,5,이형종,우,2,유격수정면,유격수정면,얼굴,No,유격수정면,1루,0.96,정면,머리위,성공,성공,땅볼,,
유격수,2023.9.5,키움,9,김휘집,우,3,유격수정면,유격수정면,발목,No,유격수정면,2루,0.41,정면,머리위,실패,성공,땅볼,고의낙구,
유격수,2023.9.6,키움,3,박찬혁,우,4,유격수정면,2루베이스뒤,발목,No,,,,,,실패,,포구실책,숏바운드처리미스,
유격수,2023.9.6,키움,4,송성문,좌,1,2루수정면,2루수정면,무릎,No,,,,,,실패,,포구실책,숏바운드처리미스,시프트
유격수,2023.9.6,키움,3,도슨,좌,0,유격수정면,2루베이스앞,얼굴,No,2루베이스앞,1루,0.54,정면,가슴,성공,성공,병살타,,
유격수,2023.9.6,키움,5,도슨,좌,3,2루수정면,2루수정면,발목,No,2루수정면,1루,1.4,정면,가슴,성공,성공,땅볼,시프트,언더스로
유격수,2023.9.7,키움,1,이주형,좌,0,유격수정면,2루베이스앞,무릎,Yes,2루베이스앞,1루,0.54,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.9.8,롯데,9,전준우,우,2,유격수정면,3유간흙,허리,No,3유간흙,2루,0.48,오른쪽,무릎,성공,성공,병살타,언더스로,
유격수,2023.9.8,롯데,5,김민석,좌,0,유격수정면,외야,머리위,Yes,,,,,,성공,,뜬공,,
유격수,2023.9.8,롯데,7,이정훈,좌,3,3유간흙,3유간흙,발목,No,3유간흙,1루,0.8,정면,허리,성공,성공,땅볼,언더스로,
유격수,2023.9.8,롯데,7,전준우,우,4,유격수정면,2루베이스앞,발목,No,2루베이스앞,1루,0.43,정면,허리,성공,성공,땅볼,러닝스로,언더스로
유격수,2023.9.8,롯데,8,구드럼,우,3,유격수정면,유격수정면,발목,No,유격수정면,1루,1.12,정면,허리,성공,성공,땅볼,언더스로,
유격수,2023.9.8,롯데,8,정훈,우,3,유격수정면,3유간흙,발목,No,3유간흙,2루,0.6,정면,얼굴,성공,성공,땅볼,언더스로,
유격수,2023.9.8,롯데,8,노진혁,좌,4,2루수정면,유격수정면,발목,No,,,,,,성공,,내야안타,시프트,숏바운드처리
유격수,2023.9.9,롯데,3,정보근,우,3,유격수정면,3유간흙,무릎,No,,,,,,실패,,포구실책,숏바운드처리미스,
유격수,2023.9.9,롯데,1,김민석,좌,20,유격수정면,3유간흙,발목,No,3유간흙,1루,0.84,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.9.9,롯데,6,윤동희,우,4,유격수정면,유격수정면,발목,No,유격수정면,1루,0.85,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.9.9,롯데,2,한동희,우,6,3유간흙,유격수정면,발목,No,유격수정면,1루,0.78,정면,무릎,성공,성공,땅볼,언더스로,
유격수,2023.9.9,롯데,6,정보근,우,2,3유간흙,3유간흙,얼굴,Yes,3유간흙,1루,1.16,정면,얼굴,성공,성공,땅볼,,
유격수,2023.9.10,롯데,9,안치홍,우,0,유격수정면,유격수정면,허리,No,,,,,,성공,,직선타,다이빙캐치,
유격수,2023.9.10,롯데,6,윤동희,우,2,유격수정면,2루베이스앞,발목,No,2루베이스앞,1루,1.14,정면,가슴,성공,성공,병살타,언더스로,
유격수,2023.9.10,롯데,3,황성빈,좌,0,유격수정면,외야,머리위,Yes,,,,,,성공,,뜬공,,
유격수,2023.9.10,롯데,1,김민석,좌,6,유격수정면,3유간잔디,발목,No,3유간잔디,1루,0.5,정면,얼굴,성공,성공,땅볼,러닝스로,
유격수,2023.9.10,롯데,1,안치홍,우,5,유격수정면,유격수정면,발목,No,유격수정면,1루,0.78,정면,얼굴,성공,성공,땅볼,언더스로,
유격수,2023.9.10,롯데,5,정훈,우,7,유격수정면,3유간흙,발목,No,3유간흙,1루,1.12,정면,허리,성공,성공,땅볼,,
유격수,2023.9.12,롯데,1,안치홍,우,3,유격수정면,유격수정면,발목,No,유격수정면,2루,0.6,정면,가슴,성공,성공,병살타,언더토스,
유격수,2023.9.12,롯데,8,윤동희,우,0,유격수정면,유격수정면,머리위,Yes,,,,,,성공,,뜬공,,
유격수,2023.9.12,롯데,9,전준우,우,0,유격수정면,유격수정면,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.9.12,롯데,2,전준우,우,2,유격수정면,유격수정면,무릎,No,유격수정면,1루,1.33,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.9.12,롯데,5,전준우,우,6,유격수정면,유격수정면,발목,No,유격수정면,1루,1.14,정면,얼굴,성공,성공,땅볼,언더스로,
유격수,2023.9.12,롯데,5,유강남,우,5,유격수정면,3유간흙,발목,No,3유간흙,1루,1.24,정면,허리,성공,성공,땅볼,,
유격수,2023.9.12,롯데,6,윤동희,우,2,유격수정면,유격수정면,허리,Yes,유격수정면,1루,0.55,정면,허리,성공,성공,땅볼,언더스로,
유격수,2023.9.12,롯데,9,정훈,우,2,유격수정면,유격수정면,허리,No,유격수정면,1루,0.83,정면,발목,성공,성공,땅볼,언더스로,
유격수,2023.9.13,KT,7,황재균,우,2,유격수정면,유격수정면,발목,No,유격수정면,2루,0.49,정면,가슴,성공,성공,병살타,언더토스,
유격수,2023.9.13,KT,8,김민혁,좌,0,유격수정면,2루베이스앞,가슴,Yes,2루베이스앞,1루,0.47,정면,머리위,성공,성공,병살타,,
유격수,2023.9.13,KT,9,장성우,우,0,3유간흙,외야,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.9.13,KT,3,황재균,우,3,유격수정면,유격수정면,발목,No,유격수정면,3루,0.61,정면,가슴,성공,성공,땅볼,앞선주자선택,
유격수,2023.9.13,KT,5,박병호,우,3,3유간흙,3유간흙,발목,No,유격수정면,2루,0.63,정면,무릎,성공,성공,땅볼,언더토스,시프트
유격수,2023.9.13,KT,8,박병호,우,2,3유간흙,3유간흙,허리,No,유격수정면,1루,1.97,정면,허리,성공,성공,땅볼,언더스로,
유격수,2023.9.13,KT,9,알포드,우,8,유격수정면,2루베이스뒤,발목,No,2루베이스뒤,1루,0.96,왼쪽,무릎,성공,성공,땅볼,언더스로,
유격수,2023.9.13,KT,5,김민혁,좌,2,유격수정면,유격수정면,무릎,No,2루베이스뒤,1루+B585,1.41,정면,가슴,성공,성공,1루수실책출루,언더스로,1루수포구실책
유격수,2023.9.15,삼성,1,구자욱,좌,0,유격수정면,2루베이스앞,가슴,Yes,2루베이스앞,1루,0.7,오른쪽,허리,성공,성공,병살타,언더스로,
2루수,2023.9.15,삼성,9,이성규,우,0,2루수정면,2루베이스앞,허리,Yes,2루베이스앞,1루,0.58,정면,가슴,성공,성공,병살타,,
유격수,2023.9.15,삼성,2,피렐라,우,4,3유간흙,유격수정면,발목,No,유격수정면,1루,0.67,정면,가슴,성공,성공,땅볼,언더스로,숏바운드처리
유격수,2023.9.15,삼성,5,김성윤,좌,0,유격수정면,2루베이스앞,가슴,Yes,,,,,,성공,,땅볼,,
유격수,2023.9.15,삼성,4,,,0,유격수정면,2루베이스앞,무릎,Yes,,,,,,성공,,도루저지,,
유격수,2023.9.19,두산,6,양석환,우,0,3유간흙,유격수정면,얼굴,No,,,,,,성공,,직선타,,
유격수,2023.9.19,두산,1,김재호,우,2,유격수정면,유격수정면,가슴,Yes,유격수정면,1루,1.11,정면,발목,성공,성공,땅볼,,
유격수,2023.9.19,두산,5,조수행,좌,5,유격수정면,유격수정면,발목,No,유격수정면,1루,0.58,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.9.19,두산,9,강승호,우,4,유격수정면,유격수정면,발목,No,유격수정면,1루,1.06,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.9.21,키움,2,김시앙,우,0,유격수정면,유격수정면,머리위,Yes,,,,,,성공,,직선타,점프캐치,
유격수,2023.9.21,키움,7,김태진,좌,0,유격수정면,외야,얼굴,Yes,,,,,,성공,,뜬공,,
유격수,2023.9.21,키움,3,도슨,좌,3,유격수정면,유격수정면,발목,No,유격수정면,1루,1.61,왼쪽,가슴,성공,성공,땅볼,언더스로,
유격수,2023.9.21,키움,7,김시앙,우,4,유격수정면,3유간흙,발목,No,3유간흙,2루,0.7,오른쪽,가슴,성공,성공,땅볼,언더스로,
유격수,2023.9.21,키움,8,박수종,우,3,유격수정면,3유간흙,발목,No,3유간흙,1루,1.07,정면,얼굴,성공,성공,땅볼,,
유격수,2023.9.22,LG,3,박동원,우,3,유격수정면,유격수정면,발목,No,유격수정면,2루,0.99,정면,얼굴,성공,성공,땅볼,언더스로,
유격수,2023.9.22,LG,5,김현수,좌,4,3유간흙,3유간흙,발목,No,3유간흙,1루,0.47,정면,가슴,실패,성공,땅볼,단번에포구실패,
유격수,2023.9.22,LG,6,오지환,우,4,2루수정면,12간흙,발목,No,12간흙,1루,1.06,정면,가슴,성공,성공,땅볼,시프트,언더스로
유격수,2023.9.22,LG,7,오스틴,우,1,3유간잔디,3유간잔디,발목,Yes,3유간잔디,홈,0.66,왼쪽,무릎,성공,성공,땅볼,앞선주자선택,전진수비
유격수,2023.9.22,LG,8,문성주,좌,2,유격수정면,유격수정면,얼굴,No,유격수정면,1루,0.74,정면,허리,성공,성공,땅볼,언더스로,
유격수,2023.9.22,LG,6,문성주,좌,3,유격수정면,3유간흙,발목,No,3유간잔디,1루,0.8,왼쪽,허리,성공,실패,내야안타,먼송구,러닝스로
유격수,2023.10.9,한화,5,김인환,좌,2,2루수정면,2루수정면,발목,No,2루수정면,1루,0.89,정면,얼굴,성공,성공,땅볼,시프트,언더스로
유격수,2023.10.9,한화,7,채은성,우,2,유격수정면,유격수정면,가슴,Yes,유격수정면,1루,1.03,왼쪽,머리위,성공,성공,땅볼,,
유격수,2023.10.10,한화,1,노시환,우,2,유격수정면,2루베이스뒤,무릎,No,2루베이스앞,1루,2.02,오른쪽,얼굴,성공,성공,병살타,터닝스로,숏바운드처리
유격수,2023.10.10,한화,3,문현빈,좌,3,유격수정면,2루베이스앞,발목,No,2루베이스앞,1루,0.89,정면,얼굴,성공,성공,병살타,언더스로,
유격수,2023.10.12,두산,3,김재호,우,0,유격수정면,2루베이스앞,허리,Yes,2루베이스앞,1루,0.68,정면,가슴,성공,성공,병살타,,
유격수,2023.10.12,두산,4,양의지,우,0,유격수정면,외야파울지역,얼굴,No,,,,,,성공,,뜬공,,
유격수,2023.10.12,두산,5,김재호,우,3,유격수정면,3유간흙,발목,Yes,3유간흙,1루,0.85,왼쪽,얼굴,성공,실패,땅볼,먼송구,러닝스로
유격수,2023.10.13,LG,1,문성주,좌,2,유격수정면,유격수정면,허리,Yes,유격수정면,1루,0.62,왼쪽,가슴,성공,성공,땅볼,,
유격수,2023.10.13,LG,2,문보경,좌,2,유격수정면,유격수정면,무릎,No,유격수정면,1루,1.27,정면,얼굴,성공,성공,땅볼,터닝스로,
유격수,2023.10.15,삼성,4,이재현,우,0,3유간흙,3유간흙,얼굴,Yes,,,,,,성공,,직선타,,
유격수,2023.10.15,삼성,6,김성윤,좌,0,유격수정면,유격수정면,얼굴,Yes,,,,,,성공,,직선타,,
유격수,2023.10.15,삼성,1,김지찬,좌,4,유격수정면,유격수정면,발목,No,유격수정면,1루,0.73,정면,얼굴,성공,성공,땅볼,언더스로,
유격수,2023.10.15,삼성,5,김재성,좌,0,유격수정면,2루베이스앞,허리,Yes,,,,,,성공,,땅볼,,
유격수,2023.10.15,삼성,5,김지찬,좌,0,유격수정면,2루베이스앞,얼굴,Yes,,,,,,성공,,땅볼,,
유격수,2023.10.15,삼성,6,피렐라,우,3,3유간흙,유격수정면,무릎,No,유격수정면,1루,0.69,정면,가슴,성공,성공,땅볼,언더스로,시프트
유격수,2023.10.16,기아,1,김도영,우,2,유격수정면,유격수정면,무릎,No,,,,,,실패,,포구실책,숏바운드처리미스,
유격수,2023.10.16,기아,1,고종욱,좌,1,유격수정면,2루베이스앞,발목,No,2루베이스앞,1루,0.53,정면,가슴,성공,성공,땅볼,러닝스로,
유격수,2023.10.16,기아,2,김태군,우,3,유격수정면,외야,무릎,Yes,외야,1루,1.17,오른쪽,무릎,성공,성공,땅볼,수비맞고굴절,
유격수,2023.10.16,기아,4,고종욱,좌,2,유격수정면,유격수정면,발목,No,유격수정면,1루,1.2,정면,얼굴,성공,성공,땅볼,언더스로,숏바운드처리
유격수,2023.10.16,기아,1,,,0,유격수정면,2루베이스앞,허리,No,,,,,,성공,,도루저지,,
유격수,2023.10.17,기아,2,이우성,우,3,유격수정면,유격수정면,발목,No,유격수정면,1루,1.44,왼쪽,발목,성공,성공,땅볼,언더스로,숏바운드처리
유격수,2023.10.17,기아,5,변우혁,우,4,유격수정면,유격수정면,발목,No,유격수정면,1루,0.74,정면,허리,성공,성공,땅볼,언더스로,
유격수,2023.10.17,기아,8,김도영,좌,5,유격수정면,3유간흙,발목,Yes,3유간흙,1루,0.63,정면,얼굴,성공,성공,내야안타,수비맞고굴절,
유격수,2023.10.19,두산,9,허경민,우,0,유격수정면,외야,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.10.19,두산,1,양의지,우,4,3유간흙,유격수정면,발목,No,유격수정면,3루,0.6,정면,가슴,성공,성공,땅볼,앞선주자선택,시프트
유격수,2023.10.19,두산,2,조수행,좌,1,3유간잔디,3유간잔디,무릎,No,2루베이스앞,1루,1.76,정면,가슴,성공,성공,땅볼,전진수비,언더스로
유격수,2023.10.19,두산,4,허경민,우,2,유격수정면,3유간흙,가슴,Yes,외야,1루,0.65,왼쪽,발목,성공,성공,땅볼,점프스로,
유격수,2023.10.19,두산,7,허경민,우,2,유격수정면,2루베이스뒤,가슴,No,2루베이스뒤,2루,0.44,정면,가슴,성공,성공,땅볼,언더토스,
